Event_ID,Event Year,Event Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
1143,2014-01-01,July,2014-07-08 00:00:00,19:21:00,2014-07-11 00:00:00.000000000,07:00:00,Upstate New York,NPCC,Severe Weather  Thunderstorms,Unknown,65000,
1144,2014-01-01,July,2014-07-08 00:00:00,17:30:00,2014-07-10 00:00:00.000000000,15:00:00,Central and Northeastern Pennsylvania,RFC,Severe Weather  Thunderstorms,Unknown,66000,
1145,2014-01-01,July,2014-07-14 00:00:00,16:00:00,2014-07-14 00:00:00.000000000,16:15:00,Washington,WECC,Suspected Physical Attack,Unknown,,
1146,2014-01-01,July,2014-07-23 00:00:00,19:14:00,2014-07-24 00:00:00.000000000,00:23:00,"Arkansas, Louisiana",SERC,Severe Weather  Thunderstorms,Unknown,57299,
1147,2014-01-01,July,2014-07-24 00:00:00,16:29:00,2014-07-24 00:00:00.000000000,23:32:00,California,WECC,Load shedding of 100 Megawatts,126.0,26856,
1148,2014-01-01,July,2014-07-27 00:00:00,17:00:00,2014-07-28 00:00:00.000000000,23:00:00,Southeast Michigan,RFC,Severe Weather  Thunderstorms,Unknown,156611,
1149,2014-01-01,July,2014-07-27 00:00:00,23:00:00,2014-07-28 00:00:00.000000000,04:00:00,Central California,WECC,Uncontrolled Loss of 300 Megawatts,480.0,1,
1150,2014-01-01,August,2014-08-01 00:00:00,15:03:00,2014-08-01 00:00:00.000000000,15:04:00,Utah,WECC,Physical Attack,Unknown,,
1151,2014-01-01,August,2014-08-13 00:00:00,06:08:00,2014-08-13 00:00:00.000000000,06:34:00,"Alberta, Canada",WECC,Electrical System Separation Islanding,370.0,,
1152,2014-01-01,August,2014-08-20 00:00:00,01:21:00,2014-08-20 00:00:00.000000000,01:41:00,"Alberta, Canada",WECC,Electrical System Separation Islanding,Unknown,,
1153,2014-01-01,August,2014-08-23 00:00:00,16:39:00,2014-08-24 00:00:00.000000000,01:46:00,"City of Highland, Illinois",RFC,Operational Failure of Electrical System,31.0,6549,
1154,2014-01-01,August,2014-08-24 00:00:00,03:20:00,2014-08-25 00:00:00.000000000,07:05:00,"North of San Francisco, California",WECC,Earthquake,95.0,70000,
1155,2014-01-01,August,2014-08-26 00:00:00,15:30:00,,,Southeast Michigan,RFC,Severe Weather  Thunderstorms,Unknown,,
1156,2014-01-01,August,2014-08-27 00:00:00,12:49:00,2014-08-27 00:00:00.000000000,13:30:00,Delaware,RFC,Suspected Physical Attack,Unknown,,
1157,2014-01-01,August,2014-08-30 00:00:00,15:30:00,2014-09-01 00:00:00.000000000,14:30:00,"Luzerne County, Pennsylvania",RFC,Suspected Physical Attack,Unknown,,
1158,2014-01-01,September,2014-09-05 00:00:00,20:00:00,,,Michigan,RFC,Severe Weather  Thunderstorms,Unknown,324000,
1159,2014-01-01,September,2014-09-05 00:00:00,16:30:00,2014-09-06 00:00:00.000000000,14:00:00,Illinois,RFC,Severe Weather  Thunderstorms,Unknown,180400,
1160,2014-01-01,September,2014-09-05 00:00:00,19:14:00,2014-09-06 00:00:00.000000000,13:00:00,Lower Peninsula of Michigan,RFC,Severe Weather  Thunderstorms,50.0,60000,
1161,2014-01-01,September,2014-09-09 00:00:00,08:18:00,2014-09-09 00:00:00.000000000,23:59:00,"Alberta, Canada",WECC,Electrical System Separation Islanding,Unknown,,
1162,2014-01-01,September,2014-09-11 00:00:00,04:56:00,2014-09-11 00:00:00.000000000,05:37:00,"Alberta, Canada",WECC,Electrical System Separation Islanding,Unknown,,
1163,2014-01-01,September,2014-09-14 00:00:00,21:50:00,2014-09-17 00:00:00.000000000,15:08:00,Oregon,WECC,Electrical System Separation Islanding,1.0,123,
1164,2014-01-01,September,2014-09-16 00:00:00,11:56:00,2014-09-16 00:00:00.000000000,11:57:00,California,WECC,Physical Attack  Vandalism,Unknown,,
1165,2014-01-01,September,2014-09-17 00:00:00,13:30:00,2014-09-17 00:00:00.000000000,14:00:00,Michigan,RFC,Suspected Physical Attack  Suspcious Activity,Unknown,,
1166,2014-01-01,September,2014-09-19 00:00:00,14:20:00,2014-09-23 00:00:00.000000000,13:10:00,"Estacada, Oregon",WECC,Electrical System Separation Islanding,1.0,123,
1167,2014-01-01,September,2014-09-22 00:00:00,11:00:00,2014-09-22 00:00:00.000000000,11:01:00,Northeast Minnesota,MRO,Fuel Supply Emergency  Coal,1000.0,140000,
1168,2014-01-01,September,2014-09-23 00:00:00,01:13:00,2014-09-23 00:00:00.000000000,03:00:00,New York,NPCC,Physical Attack  Suspcious Activity,N/A,,
1169,2014-01-01,September,2014-09-21 00:00:00,13:30:00,,,New York,NPCC,Physical Attack  Suspcious Activity,Unknown,,
1170,2014-01-01,September,2014-09-24 00:00:00,11:30:00,2014-09-24 00:00:00.000000000,15:43:00,Washington,WECC,Physical Attack  Vandalism,Unknown,,
1171,2014-01-01,October,2014-10-02 00:00:00,15:00:00,2014-10-02 00:00:00.000000000,15:01:00,"Cave Junction, Oregon",WECC,Suspected Physical Attack  Vandalism,Unknown,,
1172,2014-01-01,October,2014-10-02 00:00:00,22:15:00,,,Arkansas,SERC,Severe Weather  Thunderstorms,Unknown,67300,
1173,2014-01-01,October,2014-10-02 00:00:00,16:00:00,2014-10-07 00:00:00.000000000,10:00:00,Texas,TRE,Severe Weather  Thunderstorms,Unknown,500000,
1174,2014-01-01,October,2014-10-06 00:00:00,10:52:00,2014-10-07 00:00:00.000000000,00:52:00,"Houston, Texas",TRE,Severe Weather  Thunderstorms,292.0,129237,
1175,2014-01-01,October,2014-10-07 00:00:00,12:00:00,2014-10-07 00:00:00.000000000,12:01:00,Maryland,RFC,Suspected Physical Attack  Vandalism,Unknown,,
1176,2014-01-01,October,2014-10-08 00:00:00,16:47:00,2014-10-08 00:00:00.000000000,18:29:00,Rio Grande Valley Texas,TRE,Public Appeal to Reduce Electricity Usage Load Shed of 100 MW,Unknown,,
1177,2014-01-01,October,2014-10-08 00:00:00,16:49:00,2014-10-08 00:00:00.000000000,18:23:00,Rio Grande Valley Texas,TRE,Public Appeal to Reduce Electricity Usage Load Shed of 100 MW,585.0,120000,
1178,2014-01-01,October,2014-10-09 00:00:00,09:27:00,,,Rio Grande Valley Texas,TRE,Public Appeal to Reduce Electricity Usage,Unknown,2800,
1179,2014-01-01,October,2014-10-13 00:00:00,12:45:00,2014-10-13 00:00:00.000000000,16:15:00,Louisiana,SERC,Severe Weather  Thunderstorms,Unknown,68600,
1180,2014-01-01,October,2014-10-14 00:00:00,07:33:00,2014-10-14 00:00:00.000000000,07:34:00,Oregon,WECC,Suspected Physical Attack  Vandalism,Unknown,,
1181,2014-01-01,October,2014-10-14 00:00:00,18:20:00,2014-10-14 00:00:00.000000000,18:28:00,Puerto Rico,N/A,Voltage Reduction,Unknown,,
1182,2014-01-01,October,2014-10-14 00:00:00,05:44:00,2014-10-14 00:00:00.000000000,17:50:00,"Alabama, Florida, Georgia",SERC,Severe Weather  Thunderstorms,191.0,57475,
1183,2014-01-01,October,2014-10-15 00:00:00,07:46:00,2014-10-15 00:00:00.000000000,07:47:00,Oregon,WECC,Suspected Physical Attack  Vandalism,Unknown,,
1184,2014-01-01,October,2014-10-16 00:00:00,09:12:00,2014-10-17 00:00:00.000000000,15:00:00,"Garden City, Kansas",MRO,Suspected Physical Attack  Vandalism,Unknown,,
1185,2014-01-01,October,2014-10-16 00:00:00,13:25:00,2014-10-16 00:00:00.000000000,17:26:00,Manitoba,MRO,Suspected Physical Attack,129.0,,
1186,2014-01-01,October,2014-10-20 00:00:00,00:00:00,,,"Howard County, Texas",MRO,Suspected Physical Attack  Vandalism,Unknown,,
1187,2014-01-01,October,2014-10-21 00:00:00,08:25:00,2014-10-21 00:00:00.000000000,10:08:00,"Carmel, Indiana",MRO,Suspected Cyber Attack,Unknown,,
1188,2014-01-01,October,2014-10-22 00:00:00,22:46:00,2014-10-22 00:00:00.000000000,22:47:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",NPCC,Severe Weather,Unknown,66650,
1189,2014-01-01,October,2014-10-24 00:00:00,18:16:00,2014-10-25 00:00:00.000000000,13:51:00,"Enfield, Connecticut ",NPCC,Suspected Physical Attack  Vandalism,Unknown,,
1190,2014-01-01,October,2014-10-24 00:00:00,16:00:00,2014-10-24 00:00:00.000000000,17:50:00,"Howard County, Texas",MRO,Suspected Physical Attack  Vandalism,Unknown,,
1191,2014-01-01,October,2014-10-25 00:00:00,16:00:00,2014-10-25 00:00:00.000000000,22:00:00,"Greater Portland and Salem, Oregon",WECC,Severe Weather  Wind,216.0,78000,
1192,2014-01-01,October,2014-10-25 00:00:00,18:00:00,,,"King County, Thurston County and Kitsap County,  Washington",WECC,Severe Weather  Wind,154.0,96000,
1193,2014-01-01,November,2014-11-01 00:00:00,01:00:00,2014-11-01 00:00:00.000000000,01:01:00,"Portland, Oregon",WECC,Suspected Physical Attack  Vandalism,Unknown,,
1194,2014-01-01,November,2014-11-02 00:00:00,13:46:00,,,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",NPCC,Severe Weather  Winter Storm,Unknown,63719,
1195,2014-01-01,November,2014-11-11 00:00:00,18:00:00,2014-11-14 00:00:00.000000000,15:00:00,Washington,WECC,Severe Weather  Wind,132.0,68000,
1196,2014-01-01,November,2014-11-12 00:00:00,02:59:00,2014-11-12 00:00:00.000000000,03:00:00,Unknown,SERC,Suspected Physical Attack  Vandalism,Unknown,,
1197,2014-01-01,November,2014-11-13 00:00:00,07:07:00,2014-11-13 00:00:00.000000000,07:08:00,"Howard County,Texas",MRO,Suspected Physical Attack  Vandalism,Unknown,,
1198,2014-01-01,November,2014-11-14 00:00:00,09:50:00,2014-11-14 00:00:00.000000000,13:18:00,"Estacada, Oregon",WECC,Electrical System Islanding,1.0,123,
1199,2014-01-01,November,2014-11-19 00:00:00,14:44:00,2014-11-19 00:00:00.000000000,14:45:00,"Victorville, California",WECC,Suspected Physical Attack  Vandalism,Unknown,,
1200,2014-01-01,November,2014-11-21 00:00:00,20:29:00,2014-11-23 00:00:00.000000000,00:16:00,"Twin Falls, Idaho",WECC,Suspected Physical Attack  Vandalism,Unknown,,
1201,2014-01-01,November,2014-11-21 00:00:00,11:26:00,2014-11-23 00:00:00.000000000,17:20:00,"Sand Springs - Fort Rock, Oregon",WECC,Suspected Physical Attack  Vandalism,Unknown,,
1202,2014-01-01,November,2014-11-24 00:00:00,00:00:00,,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",SPP,Fuel Supply Emergency  Coal,Unknown,,
1203,2014-01-01,November,2014-11-24 00:00:00,12:00:00,2014-11-27 00:00:00.000000000,13:00:00,Michigan,RFC,Severe Weather  Wind,Unknown,186154,
1204,2014-01-01,November,2014-11-26 00:00:00,17:50:00,2014-11-28 00:00:00.000000000,07:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Severe Weather  Winter Storm,Unknown,79530,
1205,2014-01-01,December,2014-12-01 00:00:00,10:44:00,2014-12-01 00:00:00.000000000,10:45:00,"Fayetteville, North Carolina",SERC,Suspected Physical Attack  Vandalism,Unknown,,
1206,2014-01-01,December,2014-12-03 00:00:00,12:15:00,2014-12-03 00:00:00.000000000,12:16:00,Maine,NPCC,Suspected Physical Attack  Vandalism,Unknown,,
1207,2014-01-01,December,2014-12-11 00:00:00,06:40:00,,,Northern California,WECC,Severe Weather High Winds,Unknown,,
1208,2014-01-01,December,2014-12-11 00:00:00,07:21:00,2014-12-11 00:00:00.000000000,21:53:00,"San Francisco, California",WECC,Distribution Interruption  Unknown Cause,225.0,75000,
1209,2014-01-01,December,2014-12-11 00:00:00,23:15:00,,,Northern California,WECC,Severe Weather High Winds,Unknown,,
1210,2014-01-01,December,2014-12-11 00:00:00,16:05:00,2014-12-11 00:00:00.000000000,21:00:00,"Portland, Oregon",WECC,Severe Weather High Winds,250.0,85470,
1211,2014-01-01,December,2014-12-11 00:00:00,17:00:00,2014-12-12 00:00:00.000000000,10:00:00,"Kitsap, Thurston, Whatcom counties Washington",WECC,Severe Weather High Winds,116.0,264000,
1212,2014-01-01,December,2014-12-17 00:00:00,11:00:00,2014-12-17 00:00:00.000000000,12:15:00,Washington,WECC,Suspected Physical Attack,Unknown,,
1213,2014-01-01,December,2014-12-30 00:00:00,15:50:00,2014-12-31 00:00:00.000000000,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Suspected Cyber Attack,Unknown,,
1214,2014-01-01,December,2014-12-30 00:00:00,13:08:00,2015-01-01 00:00:00.000000000,16:50:00,Northern California,WECC,Severe Weather High Winds,127.0,84500,
1001,2015-01-01,January,2015-01-07 00:00:00,17:00:00,2015-01-08 00:00:00.000000000,08:35:00,Tennessee,SERC,Severe Weather  Winter,Unknown,,Public appeal to reduce the use of electricity
1002,2015-01-01,January,2015-01-07 00:00:00,17:00:00,2015-01-08 00:00:00.000000000,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Severe Weather  Winter,Unknown,,Public appeal to reduce the use of electricity
1003,2015-01-01,January,2015-01-22 00:00:00,04:24:00,2015-01-22 00:00:00.000000000,05:55:00,"Portland, Oregon",WECC,Vandalism,Unknown,,Suspected Physical Attack
1004,2015-01-01,January,2015-01-26 00:00:00,14:39:00,2015-01-26 00:00:00.000000000,14:40:00,"Cave Junction, Oregon",WECC,Vandalism,Unknown,,Suspected Physical Attack
1005,2015-01-01,January,2015-01-27 00:00:00,10:30:00,2015-01-27 00:00:00.000000000,10:31:00,"Kountze, Texas",SERC,Sabotage,0.0,0,Suspected Physical Attack
1006,2015-01-01,February,2015-02-01 00:00:00,11:24:00,2015-02-01 00:00:00.000000000,11:44:00,"Weber County, Utah",WECC,Vandalism,Unknown,,Suspected Physical Attack
1007,2015-01-01,February,2015-02-02 00:00:00,09:40:00,2015-02-02 00:00:00.000000000,09:41:00,"Conroe, Texas",TRE,Sabotage,Unknown,,Suspected Physical Attack
1008,2015-01-01,February,2015-02-04 00:00:00,11:55:00,2015-02-04 00:00:00.000000000,11:56:00,"Vollmers, California",WECC,Vandalism,Unknown,,Suspected Physical Attack
1009,2015-01-01,February,2015-02-05 00:00:00,08:15:00,2015-02-05 00:00:00.000000000,08:17:00,"Cameron, Arizona",WECC,Vandalism,Unknown,,Suspected Physical Attack
1010,2015-01-01,February,2015-02-05 00:00:00,11:20:00,2015-02-05 00:00:00.000000000,11:21:00,"Dunismuir, California",WECC,Vandalism,Unknown,,Suspected Physical Attack
1011,2015-01-01,February,2015-02-06 00:00:00,20:58:00,,,Northern California,WECC,Severe Weather  Wind,Unknown,65000,Loss of electric service to more than 50000 customers for 1 hour or more
1012,2015-01-01,February,2015-02-09 00:00:00,11:30:00,2015-02-09 00:00:00.000000000,13:15:00,"Colorado Springs, Colorado",WECC,Sabotage,Unknown,,Suspected Physical Attack
1013,2015-01-01,February,2015-02-16 00:00:00,21:41:00,2015-02-18 00:00:00.000000000,07:00:00,"Northern/North Eastern, Georgia",SERC,Severe Weather  Winter,620.0,186035,Loss of electric service to more than 50000 customers for 1 hour or more
1014,2015-01-01,February,2015-02-16 00:00:00,21:00:00,2015-02-18 00:00:00.000000000,14:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Severe Weather  Winter,Unknown,67189,Loss of electric service to more than 50000 customers for 1 hour or more
1015,2015-01-01,February,2015-02-17 00:00:00,09:00:00,2015-02-18 00:00:00.000000000,23:00:00,"North Carolina, South Carolina",SERC,Severe Weather  Winter,Unknown,52000,Loss of electric service to more than 50000 customers for 1 hour or more
1016,2015-01-01,February,2015-02-17 00:00:00,02:12:00,2015-02-18 00:00:00.000000000,16:00:00,"North Carolina, South Carolina",SERC,Severe Weather  Winter,Unknown,68000,Loss of electric service to more than 50000 customers for 1 hour or more
1017,2015-01-01,February,2015-02-17 00:00:00,06:20:00,2015-02-17 00:00:00.000000000,07:30:00,"Prescott Valley, Arizona",WECC,Vandalism,Unknown,,Suspected Physical Attack
1018,2015-01-01,February,2015-02-18 00:00:00,15:00:00,2015-02-20 00:00:00.000000000,09:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Severe Weather  Winter,Unknown,,Public appeal to reduce the use of electricity
1019,2015-01-01,February,2015-02-19 00:00:00,14:30:00,2015-02-19 00:00:00.000000000,15:20:00,"Winslow, Arizona",WECC,Vandalism,Unknown,,Suspected Physical Attack
1020,2015-01-01,February,2015-02-20 00:00:00,06:00:00,2015-02-20 00:00:00.000000000,10:00:00,"North Carolina, South Carolina",SERC,Severe Weather  Winter,Unknown,,Systemwide voltage reductions of 3 percent or more
1021,2015-01-01,February,2015-02-21 00:00:00,08:34:00,2015-02-21 00:00:00.000000000,12:45:00,"Fentress County, Tennessee",SERC,Severe Weather  Winter,Unknown,50000,Loss of electric service to more than 50000 customers for 1 hour or more
1022,2015-01-01,February,2015-02-26 00:00:00,03:12:00,2015-02-26 00:00:00.000000000,20:00:00,"North Carolina, South Carolina",SERC,Severe Weather  Winter,Unknown,124000,Loss of electric service to more than 50000 customers for 1 hour or more
1023,2015-01-01,February,2015-02-26 00:00:00,03:30:00,2015-02-27 00:00:00.000000000,12:00:00,North Carolina ,SERC,Severe Weather  Winter,400.0,103776,Loss of electric service to more than 50000 customers for 1 hour or more
1024,2015-01-01,March,2015-03-04 00:00:00,09:05:00,2015-03-04 00:00:00.000000000,14:15:00,"Johnson City , Tennessee",SERC,Vandalism,Unknown,,Suspected Physical Attack
1025,2015-01-01,March,2015-03-09 00:00:00,23:50:00,2015-03-10 00:00:00.000000000,10:53:00,Washington,WECC,Vandalism,Unknown,,Suspected Physical Attack
1026,2015-01-01,March,2015-03-15 00:00:00,15:30:00,2015-03-15 00:00:00.000000000,19:00:00,"Greater Portland & Salem , Oregon",WECC,Severe Weather  Wind,210.0,71000,Loss of electric service to more than 50000 customers for 1 hour or more
1027,2015-01-01,March,2015-03-16 00:00:00,07:31:00,2015-03-16 00:00:00.000000000,10:06:00,"Winona , Minnesota",MRO,Sabotage,20.0,5941,Suspected Physical Attack
1028,2015-01-01,March,2015-03-19 00:00:00,18:30:00,2015-03-19 00:00:00.000000000,21:37:00,Southwest Kansas,SPP,Vandalism,Unknown,,Suspected Physical Attack
1029,2015-01-01,March,2015-03-22 00:00:00,16:25:00,2015-03-22 00:00:00.000000000,16:26:00,West Virginia,RFC,Vandalism,24.0,0,Suspected Physical Attack
1030,2015-01-01,March,2015-03-26 00:00:00,15:21:00,2015-03-26 00:00:00.000000000,16:59:00,"Contra Costa County, California",WECC,System Operations,15.0,,Electrical System Separation Islanding where part or parts of a power grid remains operational
1031,2015-01-01,March,2015-03-29 00:00:00,04:26:00,2015-03-29 00:00:00.000000000,09:21:00,California,WECC,Vandalism,Unknown,,Suspected Physical Attack
1032,2015-01-01,April,2015-04-01 00:00:00,18:25:00,2015-04-01 00:00:00.000000000,18:26:00,"San Juan County, Utah",WECC,Vandalism,Unknown,37,Suspected Physical Attack
1033,2015-01-01,April,2015-04-02 00:00:00,07:04:00,2015-04-02 00:00:00.000000000,08:57:00,"San Juan County, Utah",WECC,Vandalism,6.0,5763,Suspected Physical Attack
1034,2015-01-01,April,2015-04-03 00:00:00,02:00:00,2015-04-03 00:00:00.000000000,07:48:00,"Harvey, Reno, and Sedgwick Counties, Kansas",SPP,Severe Weather  Thunderstorms,Unknown,70000,Loss of electric service to more than 50000 customers for 1 hour or more
1035,2015-01-01,April,2015-04-06 00:00:00,08:12:00,2015-04-06 00:00:00.000000000,12:08:00,"Butte County, California",WECC,System Operations,Unknown,80000,Loss of electric service to more than 50000 customers for 1 hour or more
1036,2015-01-01,April,2015-04-07 00:00:00,12:30:00,2015-04-07 00:00:00.000000000,17:34:00,Unknown ,RFC,System Operations,Unknown,,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
1037,2015-01-01,April,2015-04-07 00:00:00,15:34:00,2015-04-07 00:00:00.000000000,15:46:00,California,WECC,System Operations,0.0,0,Electrical System Separation Islanding where part or parts of a power grid remains operational
1038,2015-01-01,April,2015-04-17 00:00:00,21:30:00,2015-04-19 00:00:00.000000000,23:50:00,"Houston, Texas",TRE,Severe Weather,Unknown,280982,Loss of electric service to more than 50000 customers for 1 hour or more
1039,2015-01-01,April,2015-04-17 00:00:00,09:16:00,2015-04-17 00:00:00.000000000,11:00:00,Canada ,WECC,System Operations,9300.0,,Electrical System Separation Islanding where part or parts of a power grid remains operational
1040,2015-01-01,April,2015-04-18 00:00:00,21:00:00,2015-04-21 00:00:00.000000000,04:00:00,"Dallas, Fort Worth, Texas",TRE,Severe Weather,Unknown,89000,Loss of electric service to more than 50000 customers for 1 hour or more
1041,2015-01-01,April,2015-04-24 00:00:00,19:10:00,2015-04-26 00:00:00.000000000,16:00:00,"Dallas, Fort Worth, Texas",TRE,Severe Weather,Unknown,57000,Loss of electric service to more than 50000 customers for 1 hour or more
1042,2015-01-01,April,2015-04-27 00:00:00,10:30:00,2015-04-28 00:00:00.000000000,18:45:00,Louisiana and Texas,SERC,Severe Weather,Unknown,199000,Loss of electric service to more than 50000 customers for 1 hour or more
1043,2015-01-01,May,2015-05-02 00:00:00,22:51:00,2015-05-03 00:00:00.000000000,00:26:00,"Franklin County, Tennessee",SERC,Vandalism,1.0,215,Suspected Physical Attack
1044,2015-01-01,May,2015-05-04 00:00:00,15:25:00,2015-05-04 00:00:00.000000000,15:26:00,"Salt Lake County, Utah",WECC,Vandalism,Unknown,,Suspected Physical Attack
1045,2015-01-01,May,2015-05-11 00:00:00,08:32:00,2015-05-11 00:00:00.000000000,08:33:00,"Shasta County, California",WECC,Sabotage,0.0,0,Suspected Physical Attack
1046,2015-01-01,May,2015-05-12 00:00:00,00:40:00,2015-05-12 00:00:00.000000000,00:45:00,"Coahoma County, Mississippi",SERC,Sabotage,0.0,0,Suspected Physical Attack
1047,2015-01-01,May,2015-05-18 00:00:00,15:28:00,2015-05-18 00:00:00.000000000,15:47:00,Washington,WECC,Severe Weather,275.0,0,Electrical System Separation Islanding where part or parts of a power grid remains operational
1048,2015-01-01,May,2015-05-25 00:00:00,18:00:00,2015-05-29 00:00:00.000000000,07:15:00,North Texas,TRE,Severe Weather,Unknown,454000,Loss of electric service to more than 50000 customers for 1 hour or more
1049,2015-01-01,May,2015-05-25 00:00:00,22:45:00,2015-05-28 00:00:00.000000000,01:25:00,"Fort Bend County, & Harris County ,Texas",TRE,Severe Weather,Unknown,61000,Loss of electric service to more than 50000 customers for 1 hour or more
1050,2015-01-01,May,2015-05-25 00:00:00,20:30:00,2015-05-26 00:00:00.000000000,18:30:00,Texas,SPP,Severe Weather,Unknown,57531,Loss of electric service to more than 50000 customers for 1 hour or more
1051,2015-01-01,May,2015-05-25 00:00:00,20:30:00,,,"Texas, Louisiana, Arkansas",SPP,Severe Weather,Unknown,57351,Loss of electric service to more than 50000 customers for 1 hour or more
1052,2015-01-01,May,2015-05-26 00:00:00,05:30:00,2015-05-27 00:00:00.000000000,19:00:00,"Texas, Louisiana, Arkansas, Mississippi",SERC,Severe Weather,Unknown,78515,Loss of electric service to more than 50000 customers for 1 hour or more
1053,2015-01-01,June,2015-06-01 00:00:00,00:27:00,2015-06-01 00:00:00.000000000,02:15:00,"Daviess County, Kentucky",SERC,Vandalism,2.0,110,Suspected Physical Attack
1054,2015-01-01,June,2015-06-01 00:00:00,19:19:00,2015-06-02 00:00:00.000000000,08:36:00,California,WECC,System Operations,5.0,484,Electrical System Separation Islanding where part or parts of a power grid remains operational
1055,2015-01-01,June,2015-06-02 00:00:00,18:58:00,2015-06-02 00:00:00.000000000,19:24:00,California,WECC,System Operations,5.0,727,Electrical System Separation Islanding where part or parts of a power grid remains operational
1056,2015-01-01,June,2015-06-03 00:00:00,15:00:00,2015-06-05 00:00:00.000000000,17:00:00,Texas,TRE,System Operations,Unknown,,Public appeal to reduce the use of electricity
1057,2015-01-01,June,2015-06-07 00:00:00,13:54:00,2015-06-07 00:00:00.000000000,14:13:00,"Shelby County, Tennessee",SERC,System Operations,926.0,,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident

Systemwide voltage reductions of 3 percent or more"
1058,2015-01-01,June,2015-06-07 00:00:00,13:52:00,2015-06-07 00:00:00.000000000,14:13:00,Tennessee,SERC,System Operations,Unknown,,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
1059,2015-01-01,June,2015-06-08 00:00:00,00:00:00,,,"Merced County, California",WECC,System Operations,176.0,,Fuel supply emergencies that could impact electric power system adequacy or reliability
1060,2015-01-01,June,2015-06-20 00:00:00,13:52:00,2015-06-20 00:00:00.000000000,15:30:00,"Solano County, California",WECC,Vandalism,Unknown,0,Suspected Physical Attack
1061,2015-01-01,June,2015-06-23 00:00:00,18:00:00,2015-06-30 00:00:00.000000000,18:00:00,"Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey",RFC,Severe Weather,Unknown,263000,Loss of electric service to more than 50000 customers for 1 hour or more
1062,2015-01-01,June,2015-06-23 00:00:00,17:06:00,2015-06-26 00:00:00.000000000,16:00:00,"New Castle County, Delaware",RFC,Severe Weather,Unknown,65000,Loss of electric service to more than 50000 customers for 1 hour or more
1063,2015-01-01,June,2015-06-23 00:00:00,17:30:00,2015-06-23 00:00:00.000000000,19:00:00,"Delaware County, PA; Chester County, PA",RFC,Severe Weather,Unknown,200000,Loss of electric service to more than 50000 customers for 1 hour or more
1064,2015-01-01,June,2015-06-23 00:00:00,18:30:00,2015-06-24 00:00:00.000000000,05:00:00,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",NPCC,Severe Weather,Unknown,62442,Loss of electric service to more than 50000 customers for 1 hour or more
1065,2015-01-01,June,2015-06-23 00:00:00,18:18:00,2015-06-23 00:00:00.000000000,20:30:00,New Jersey,RFC,System Operations,198.0,156338,"Load shedding of 100 Megawatts or more implemented under emergency operational policy

Loss of electric service to more than 50000 customers for 1 hour or more"
1066,2015-01-01,June,2015-06-23 00:00:00,18:26:00,,,New Jersey,NPCC,Severe Weather,90.0,73000,Loss of electric service to more than 50000 customers for 1 hour or more
1067,2015-01-01,June,2015-06-26 00:00:00,02:00:00,,,Kansas,SPP,Severe Weather,Unknown,110000,Loss of electric service to more than 50000 customers for 1 hour or more
1068,2015-01-01,June,2015-06-27 00:00:00,17:00:00,2015-06-30 00:00:00.000000000,17:18:00,"Wayne County, Michigan",RFC,Severe Weather,Unknown,68000,Loss of electric service to more than 50000 customers for 1 hour or more
1069,2015-01-01,June,2015-06-29 00:00:00,19:21:00,2015-06-29 00:00:00.000000000,19:42:00,Washington,WECC,Severe Weather,0.0,0,Electrical System Separation Islanding where part or parts of a power grid remains operational
1070,2015-01-01,June,2015-06-30 00:00:00,14:00:00,2015-06-30 00:00:00.000000000,21:00:00,California,WECC,Severe Weather,Unknown,,Public appeal to reduce the use of electricity
1071,2015-01-01,June,2015-06-30 00:00:00,10:50:00,2015-07-01 00:00:00.000000000,21:00:00,California,WECC,Severe Weather,Unknown,,Public appeal to reduce the use of electricity
1072,2015-01-01,July,2015-07-03 00:00:00,08:30:00,2015-07-03 00:00:00.000000000,14:30:00,"Butte County, California",WECC,Suspicious Activity ,0.0,0,Suspected Physical Attack
1073,2015-01-01,July,2015-07-03 00:00:00,17:17:00,2015-07-03 00:00:00.000000000,23:30:00,Texas,TRE,System Operations,350.0,30000,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
